5267 13
4866	94074	1	2	24	0.339	1	3.86E+02	1.40E+01	1.47E-01	6.56E+00	0.431483	0
4867	94074	1	2	58	0.345	1	1.10E+03	3.00E+01	3.76E-01	1.04E+01	0.848561	0
4868	94074	1	2	58	0.403	1	8.79E+02	2.50E+01	3.05E-01	9.24E+00	0.85869	0
4869	94074	1	2	65	0.324	1	5.22E+02	1.70E+01	1.91E-01	7.30E+00	0.888291	0
4870	94074	1	2	24	0.451	1	3.48E+02	1.30E+01	1.35E-01	6.35E+00	0.787558	0
4871	94074	1	2	29	0.721	1	4.26E+02	1.50E+01	1.60E-01	6.78E+00	1.15772	0
4872	94074	1	2	24	0.428	1	3.19E+02	1.20E+01	1.26E-01	6.20E+00	0.461147	0
4873	94074	1	2	24	0.505	1	7.31E+02	2.20E+01	2.58E-01	8.43E+00	0.509912	0
4874	94074	1	2	23	0.671	1	6.95E+02	2.10E+01	2.47E-01	8.24E+00	0.364837	0
4875	94074	1	2	54	0.517	1	7.36E+02	2.20E+01	2.60E-01	8.46E+00	0.44345	0
4876	94074	1	2	33	0.531	1	6.58E+02	2.00E+01	2.35E-01	8.04E+00	0.503735	0
4877	94074	1	2	26	0.095	1	4.93E+02	1.60E+01	1.82E-01	7.14E+00	0.567094	0
4878	94074	1	2	29	0.087	1	5.12E+02	1.70E+01	1.88E-01	7.25E+00	0.586528	0
4879	94074	1	2	25	0.85	1	7.73E+02	2.20E+01	2.71E-01	8.66E+00	0.697533	0
4880	94074	1	2	26	0.953	1	9.21E+02	2.60E+01	3.19E-01	9.47E+00	0.386926	0
0	55	3	2	24	0.302	1	1.05E+03	2.90E+01	3.60E-01	1.02E+01	1.92725	0
1	55	3	2	33	0.62	1	7.10E+02	2.10E+01	2.51E-01	8.32E+00	2.06891	0
2	55	3	2	33	0.625	1	6.92E+02	2.10E+01	2.46E-01	8.22E+00	2.0786	0
3	55	3	2	33	0.645	1	9.53E+02	2.60E+01	3.29E-01	9.64E+00	2.13092	0
4	55	3	2	33	0.625	1	8.10E+02	2.30E+01	2.84E-01	8.87E+00	2.0786	0
5	55	3	2	53	0.885	1	9.47E+02	2.60E+01	3.27E-01	9.61E+00	0.855451	0
6	55	3	2	68	0.669	1	6.91E+02	2.10E+01	2.45E-01	8.22E+00	1.01202	0
7	55	3	2	35	0.255	1	5.78E+02	1.80E+01	2.09E-01	7.60E+00	0.93878	0
8	55	3	2	33	0.959	1	4.92E+02	1.60E+01	1.81E-01	7.14E+00	0.865664	0
9	55	3	2	24	0.81	1	5.17E+02	1.70E+01	1.89E-01	7.27E+00	1.37999	0
10	55	3	2	35	0.184	1	8.04E+02	2.30E+01	2.81E-01	8.83E+00	0.976638	0
11	250	5	2	53	0.703	1	9.13E+02	2.60E+01	3.16E-01	9.42E+00	0.919206	0
12	250	5	2	53	0.809	1	9.11E+02	2.60E+01	3.16E-01	9.41E+00	1.15353	0
13	250	5	2	68	0.918	1	3.70E+02	1.40E+01	1.42E-01	6.47E+00	1.09368	0
14	250	5	2	73	0.487	1	1.07E+03	2.90E+01	3.66E-01	1.03E+01	1.11154	0
15	250	5	2	67	0.9	1	6.92E+02	2.10E+01	2.45E-01	8.22E+00	0.919866	0
16	250	5	2	67	0.787	1	1.06E+03	2.90E+01	3.64E-01	1.02E+01	0.920274	0
17	250	5	2	67	0.938	1	1.03E+03	2.80E+01	3.54E-01	1.01E+01	1.00733	0
18	250	5	2	72	0.612	1	5.00E+02	1.60E+01	1.84E-01	7.18E+00	1.34333	0
19	250	5	2	72	0.19	1	7.11E+02	2.10E+01	2.52E-01	8.33E+00	0.96414	0
20	250	5	2	72	0.246	1	8.26E+02	2.40E+01	2.88E-01	8.95E+00	0.987381	0
21	250	5	2	72	0.296	1	6.49E+02	2.00E+01	2.32E-01	7.99E+00	1.00921	0
22	250	5	2	70	0.461	1	7.42E+02	2.20E+01	2.62E-01	8.50E+00	0.861525	0
23	250	5	2	73	0.818	1	8.63E+02	2.40E+01	3.00E-01	9.15E+00	0.879209	0
24	343	6	2	48	0.617	116	6.57E+02	1.30E+01	4.84E-01	1.59E+00	0.858884	0
25	343	6	2	48	0.594	116	6.60E+02	1.40E+01	4.87E-01	1.63E+00	0.870809	0
26	343	6	2	48	0.39	116	6.58E+02	1.30E+01	4.85E-01	1.60E+00	0.992067	0
27	366	6	2	89	0.298	116	6.74E+02	1.80E+01	5.04E-01	1.78E+00	2.70743	0
28	366	6	2	25	0.928	116	6.87E+02	2.20E+01	5.19E-01	1.91E+00	0.819975	0
29	366	6	2	33	0.691	116	6.74E+02	1.80E+01	5.03E-01	1.77E+00	1.02502	0
30	429	6	2	15	0.508	116	6.64E+02	1.50E+01	4.92E-01	1.66E+00	0.713416	0
31	429	6	2	15	0.655	116	6.74E+02	1.80E+01	5.04E-01	1.78E+00	0.817308	0
32	429	6	2	21	0.165	116	6.66E+02	1.60E+01	4.94E-01	1.69E+00	1.08524	0
33	430	6	2	48	0.884	116	6.71E+02	1.70E+01	5.00E-01	1.74E+00	0.642856	0
34	430	6	2	49	0.027	116	6.62E+02	1.40E+01	4.89E-01	1.64E+00	0.582139	0
35	430	6	2	55	0.237	116	6.69E+02	1.60E+01	4.98E-01	1.72E+00	0.563771	0
36	430	6	2	43	0.176	116	6.73E+02	1.70E+01	5.02E-01	1.76E+00	1.52509	0
37	430	6	2	15	0.914	116	6.72E+02	1.70E+01	5.01E-01	1.75E+00	0.592927	0
38	430	6	2	26	0.237	116	6.67E+02	1.60E+01	4.95E-01	1.70E+00	1.17108	0
49	479	6	2	52	0.208	116	6.76E+02	1.90E+01	5.06E-01	1.80E+00	1.96748	0
50	479	6	2	56	0.399	116	6.86E+02	2.20E+01	5.18E-01	1.90E+00	1.7667	0
66	635	6	1	74	0.211	116	6.57E+02	1.30E+01	4.83E-01	1.59E+00	3.66297	0
67	635	6	2	22	0.279	116	6.83E+02	2.00E+01	5.14E-01	1.86E+00	1.59779	0
68	635	6	2	22	0.41	116	6.75E+02	1.80E+01	5.04E-01	1.78E+00	1.61946	0
69	635	6	2	53	0.149	116	6.65E+02	1.50E+01	4.93E-01	1.68E+00	1.55107	0
70	649	6	2	67	0.476	116	6.77E+02	1.90E+01	5.08E-01	1.81E+00	0.824887	0
71	649	6	2	54	0.394	116	6.81E+02	2.00E+01	5.12E-01	1.85E+00	0.397438	0
72	649	6	2	54	0.514	116	6.75E+02	1.80E+01	5.05E-01	1.78E+00	0.486554	0
73	649	6	2	54	0.536	116	6.77E+02	1.90E+01	5.07E-01	1.81E+00	0.504845	0
74	651	6	2	94	0.445	116	6.83E+02	2.10E+01	5.15E-01	1.87E+00	3.10573	0
75	651	6	2	94	0.455	116	6.70E+02	1.70E+01	4.99E-01	1.73E+00	3.11315	0
76	651	6	2	95	0.418	116	6.87E+02	2.20E+01	5.18E-01	1.90E+00	3.14271	0
85	818	6	2	16	0.197	116	6.77E+02	1.90E+01	5.07E-01	1.81E+00	0.971521	0
86	818	6	2	44	0.624	116	6.67E+02	1.60E+01	4.96E-01	1.70E+00	1.85048	0
87	818	6	2	45	0.46	116	6.62E+02	1.40E+01	4.89E-01	1.64E+00	1.64838	0
88	839	6	2	12	0.661	116	6.70E+02	1.70E+01	4.99E-01	1.73E+00	2.07912	0
89	839	6	2	12	0.24	116	6.73E+02	1.70E+01	5.02E-01	1.76E+00	2.09587	0
90	839	6	2	39	0.008	116	6.70E+02	1.70E+01	4.98E-01	1.72E+00	2.11448	0
91	839	6	2	15	0.005	116	6.63E+02	1.50E+01	4.91E-01	1.66E+00	1.23532	0
92	839	6	2	53	0.007	116	6.59E+02	1.40E+01	4.86E-01	1.62E+00	0.768422	0
93	839	6	2	33	0.463	116	6.75E+02	1.80E+01	5.05E-01	1.78E+00	0.916066	0
94	839	6	2	33	0.083	116	6.73E+02	1.70E+01	5.02E-01	1.76E+00	0.485712	0
163	910	6	2	36	0.011	116	6.82E+02	2.00E+01	5.13E-01	1.85E+00	0.871179	0
